OBJECTID|Código de la remoción en masa|Región|Tipo de remoción en masa|Tipo de material|Clasificación de remoción en masa|Detonante|Día del evento|Mes de inicio del evento|Año del evento|Estación de ocurrencia del evento|Método de obtención de la información|Fuente de la información|Autor de la fuente|Nota|Enlace de documento asociado|Latitud|Longitud|Precisión de coordenadas
630|RM-2014-32-036|Valparaíso|Deslizamiento|Sin información|Deslizamiento indeterminado|Sin información|17|Junio|1997|Otoño (del 21-03 al 20-06)| |"2014. Susceptibidad de Remociones en Masa en Cuenca Las Zorras, afectada por Catástrofe Incenciaria, Comuna de Valparaíso, Abril 2014. Anexo E. (Fuente Original ""El Mercurio de Valparaíso"")"|Fuenzalida, F.| |http://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2014-32.pdf|-33.05982112|-71.5971398|Coordenadas inexactas ubicadas en la ciudad o comuna
631|RM-2014-32-037|Valparaíso|Deslizamiento|Sin información|Deslizamiento indeterminado|Sin información|27|Junio|1974|Invierno (del 21-06 al 20-09)| |"2014. Susceptibidad de Remociones en Masa en Cuenca Las Zorras, afectada por Catástrofe Incenciaria, Comuna de Valparaíso, Abril 2014. Anexo E. (Fuente Original ""El Mercurio de Valparaíso"")"|Fuenzalida, F.| |http://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2014-32.pdf|-33.05897573|-71.59963121|Coordenadas aproximadas al sector
632|RM-2014-32-038|Valparaíso|Deslizamiento|Sin información|Deslizamiento indeterminado|Sin información|13|Julio|2006|Invierno (del 21-06 al 20-09)| |"2014. Susceptibidad de Remociones en Masa en Cuenca Las Zorras, afectada por Catástrofe Incenciaria, Comuna de Valparaíso, Abril 2014. Anexo E. (Fuente Original ""El Mercurio de Valparaíso"")"|Fuenzalida, F.| |http://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2014-32.pdf|-33.05884488|-71.60503462|Coordenadas aproximadas al sector
633|RM-2014-32-039|Valparaíso|Caída|Roca|Caída de roca|Sin información| |Sin información|0|Sin información| |"2014. Susceptibidad de Remociones en Masa en Cuenca Las Zorras, afectada por Catástrofe Incenciaria, Comuna de Valparaíso, Abril 2014. Anexo E. (Fuente Original ""El Mercurio de Valparaíso"")"|Fuenzalida, F.| |http://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2014-32.pdf|-33.05837735|-71.59935663|Coordenadas exactas
634|RM-2014-32-040|Valparaíso|Deslizamiento|Sin información|Deslizamiento indeterminado|Sin información|13|Julio|2006|Invierno (del 21-06 al 20-09)| |"2014. Susceptibidad de Remociones en Masa en Cuenca Las Zorras, afectada por Catástrofe Incenciaria, Comuna de Valparaíso, Abril 2014. Anexo E. (Fuente Original ""El Mercurio de Valparaíso"")"|Fuenzalida, F.| |http://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2014-32.pdf|-33.05813215|-71.60246526|Coordenadas inexactas ubicadas en la ciudad o comuna
635|RM-2014-32-041|Valparaíso|Flujo|Suelo/Sedimento|Flujo de barro|Sin información|4|Julio|1984|Invierno (del 21-06 al 20-09)| |"2014. Susceptibidad de Remociones en Masa en Cuenca Las Zorras, afectada por Catástrofe Incenciaria, Comuna de Valparaíso, Abril 2014. Anexo E. (Fuente Original ""El Mercurio de Valparaíso"")"|Fuenzalida, F.| |http://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2014-32.pdf|-33.0579901|-71.60753635|Coordenadas inexactas ubicadas en la ciudad o comuna
636|RM-2014-32-042|Valparaíso|Deslizamiento|Sin información|Deslizamiento indeterminado|Sin información|24|Mayo|1994|Otoño (del 21-03 al 20-06)| |"2014. Susceptibidad de Remociones en Masa en Cuenca Las Zorras, afectada por Catástrofe Incenciaria, Comuna de Valparaíso, Abril 2014. Anexo E. (Fuente Original ""El Mercurio de Valparaíso"")"|Fuenzalida, F.| |http://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2014-32.pdf|-33.05806804|-71.59819114|Coordenadas aproximadas al sector
637|RM-2014-32-043|Valparaíso|Deslizamiento|Sin información|Deslizamiento indeterminado|Lluvias|25|Julio|2006|Invierno (del 21-06 al 20-09)| |"2014. Susceptibidad de Remociones en Masa en Cuenca Las Zorras, afectada por Catástrofe Incenciaria, Comuna de Valparaíso, Abril 2014. Anexo E. (Fuente Original ""El Mercurio de Valparaíso"")"|Fuenzalida, F.| |http://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2014-32.pdf|-33.05767118|-71.61458303|Coordenadas aproximadas al sector
638|RM-2014-32-044|Valparaíso|Deslizamiento|Sin información|Deslizamiento indeterminado|Vibración artificial (tráfico, explosiones, hincado de pilotes, otro)|14|Julio|2004|Invierno (del 21-06 al 20-09)| |"2014. Susceptibidad de Remociones en Masa en Cuenca Las Zorras, afectada por Catástrofe Incenciaria, Comuna de Valparaíso, Abril 2014. Anexo E. (Fuente Original ""El Mercurio de Valparaíso"")"|Fuenzalida, F.| |http://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2014-32.pdf|-33.09568701|-71.660034|Coordenadas aproximadas al sector
639|RM-2014-32-045|Valparaíso|Deslizamiento|Sin información|Deslizamiento indeterminado|Sin información|21|Julio|1966|Invierno (del 21-06 al 20-09)| |"2014. Susceptibidad de Remociones en Masa en Cuenca Las Zorras, afectada por Catástrofe Incenciaria, Comuna de Valparaíso, Abril 2014. Anexo E. (Fuente Original ""El Mercurio de Valparaíso"")"|Fuenzalida, F.| |http://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2014-32.pdf|-33.05707772|-71.60157764|Coordenadas aproximadas al sector
640|RM-2014-32-046|Valparaíso|Deslizamiento|Sin información|Deslizamiento indeterminado|Lluvias|7|Agosto|2008|Invierno (del 21-06 al 20-09)| |"2014. Susceptibidad de Remociones en Masa en Cuenca Las Zorras, afectada por Catástrofe Incenciaria, Comuna de Valparaíso, Abril 2014. Anexo E. (Fuente Original ""El Mercurio de Valparaíso"")"|Fuenzalida, F.| |http://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2014-32.pdf|-33.05677105|-71.60676159|Coordenadas aproximadas al sector
641|RM-2014-32-047|Valparaíso|Deslizamiento|Sin información|Deslizamiento indeterminado|Sin información|15|Julio|1970|Invierno (del 21-06 al 20-09)| |"2014. Susceptibidad de Remociones en Masa en Cuenca Las Zorras, afectada por Catástrofe Incenciaria, Comuna de Valparaíso, Abril 2014. Anexo E. (Fuente Original ""El Mercurio de Valparaíso"")"|Fuenzalida, F.| |http://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2014-32.pdf|-33.0563803|-71.60172843|Coordenadas aproximadas al sector
642|RM-2014-32-048|Valparaíso|Deslizamiento|Suelo/Sedimento|Deslizamiento indeterminado|Sin información|11|Junio|1972|Otoño (del 21-03 al 20-06)| |"2014. Susceptibidad de Remociones en Masa en Cuenca Las Zorras, afectada por Catástrofe Incenciaria, Comuna de Valparaíso, Abril 2014. Anexo E. (Fuente Original ""El Mercurio de Valparaíso"")"|Fuenzalida, F.| |http://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2014-32.pdf|-33.05635832|-71.60105323|Coordenadas aproximadas al sector
643|RM-2014-32-049|Valparaíso|Deslizamiento|Sin información|Deslizamiento indeterminado|Sin información|7|Septiembre|1997|Invierno (del 21-06 al 20-09)| |"2014. Susceptibidad de Remociones en Masa en Cuenca Las Zorras, afectada por Catástrofe Incenciaria, Comuna de Valparaíso, Abril 2014. Anexo E. (Fuente Original ""El Mercurio de Valparaíso"")"|Fuenzalida, F.| |http://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2014-32.pdf|-33.05628021|-71.60134002|Coordenadas aproximadas al sector
644|RM-2014-32-050|Valparaíso|Caída|Roca|Caída de roca|Sin información|4|Agosto|2004|Invierno (del 21-06 al 20-09)| |"2014. Susceptibidad de Remociones en Masa en Cuenca Las Zorras, afectada por Catástrofe Incenciaria, Comuna de Valparaíso, Abril 2014. Anexo E. (Fuente Original ""El Mercurio de Valparaíso"")"|Fuenzalida, F.| |http://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2014-32.pdf|-33.05608231|-71.59742611|Coordenadas aproximadas al sector
645|RM-2014-32-051|Valparaíso|Deslizamiento|Sin información|Deslizamiento indeterminado|Sin información|12|Agosto|1987|Invierno (del 21-06 al 20-09)| |"2014. Susceptibidad de Remociones en Masa en Cuenca Las Zorras, afectada por Catástrofe Incenciaria, Comuna de Valparaíso, Abril 2014. Anexo E. (Fuente Original ""El Mercurio de Valparaíso"")"|Fuenzalida, F.| |http://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2014-32.pdf|-33.05596937|-71.60284058|Coordenadas aproximadas al sector
646|RM-2014-32-052|Valparaíso|Flujo|Suelo/Sedimento|Flujo indeterminado|Sin información|20|Agosto|2008|Invierno (del 21-06 al 20-09)| |"2014. Susceptibidad de Remociones en Masa en Cuenca Las Zorras, afectada por Catástrofe Incenciaria, Comuna de Valparaíso, Abril 2014. Anexo E. (Fuente Original ""El Mercurio de Valparaíso"")"|Fuenzalida, F.| |http://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2014-32.pdf|-33.05595478|-71.59835388|Coordenadas inexactas ubicadas en la ciudad o comuna
647|RM-2014-32-053|Valparaíso|Flujo|Suelo/Sedimento|Flujo indeterminado|Lluvias|17|Agosto|2008|Invierno (del 21-06 al 20-09)| |"2014. Susceptibidad de Remociones en Masa en Cuenca Las Zorras, afectada por Catástrofe Incenciaria, Comuna de Valparaíso, Abril 2014. Anexo E. (Fuente Original ""El Mercurio de Valparaíso"")"|Fuenzalida, F.| |http://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2014-32.pdf|-33.05548157|-71.61881176|Coordenadas inexactas ubicadas en la provincia o región
648|RM-2014-32-054|Valparaíso|Deslizamiento|Sin información|Deslizamiento indeterminado|Sin información|6|Junio|2008|Otoño (del 21-03 al 20-06)| |"2014. Susceptibidad de Remociones en Masa en Cuenca Las Zorras, afectada por Catástrofe Incenciaria, Comuna de Valparaíso, Abril 2014. Anexo E. (Fuente Original ""El Mercurio de Valparaíso"")"|Fuenzalida, F.| |http://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2014-32.pdf|-33.05559123|-71.61186617|Coordenadas inexactas ubicadas en la ciudad o comuna
649|RM-2014-32-055|Valparaíso|Flujo|Suelo/Sedimento|Flujo indeterminado|Sin información|9|Marzo|2004|Verano (del 21-12 al 20-03)| |"2014. Susceptibidad de Remociones en Masa en Cuenca Las Zorras, afectada por Catástrofe Incenciaria, Comuna de Valparaíso, Abril 2014. Anexo E. (Fuente Original ""El Mercurio de Valparaíso"")"|Fuenzalida, F.| |http://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2014-32.pdf|-33.05580096|-71.59967703|Coordenadas inexactas ubicadas en la ciudad o comuna
650|RM-2014-32-056|Valparaíso|Deslizamiento|Sin información|Deslizamiento indeterminado|Sin información|30|Julio|1995|Invierno (del 21-06 al 20-09)| |"2014. Susceptibidad de Remociones en Masa en Cuenca Las Zorras, afectada por Catástrofe Incenciaria, Comuna de Valparaíso, Abril 2014. Anexo E. (Fuente Original ""El Mercurio de Valparaíso"")"|Fuenzalida, F.| |http://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2014-32.pdf|-33.05562411|-71.60080678|Coordenadas inexactas ubicadas en la ciudad o comuna
651|RM-2014-32-057|Valparaíso|Deslizamiento|Suelo/Sedimento|Deslizamiento indeterminado|Sin información|28|Agosto|2005|Invierno (del 21-06 al 20-09)| |"2014. Susceptibidad de Remociones en Masa en Cuenca Las Zorras, afectada por Catástrofe Incenciaria, Comuna de Valparaíso, Abril 2014. Anexo E. (Fuente Original ""El Mercurio de Valparaíso"")"|Fuenzalida, F.| |http://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2014-32.pdf|-33.05492314|-71.60846304|Coordenadas exactas
652|RM-2014-32-058|Valparaíso|Flujo|Suelo/Sedimento|Flujo indeterminado|Sin información| |Sin información|0|Sin información| |"2014. Susceptibidad de Remociones en Masa en Cuenca Las Zorras, afectada por Catástrofe Incenciaria, Comuna de Valparaíso, Abril 2014. Anexo E. (Fuente Original ""El Mercurio de Valparaíso"")"|Fuenzalida, F.| |http://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2014-32.pdf|-33.05515084|-71.59755934|Coordenadas exactas
653|RM-2014-32-059|Valparaíso|Deslizamiento|Sin información|Deslizamiento indeterminado|Sin información|11|Junio|1997|Otoño (del 21-03 al 20-06)| |"2014. Susceptibidad de Remociones en Masa en Cuenca Las Zorras, afectada por Catástrofe Incenciaria, Comuna de Valparaíso, Abril 2014. Anexo E. (Fuente Original ""El Mercurio de Valparaíso"")"|Fuenzalida, F.| |http://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2014-32.pdf|-33.05466112|-71.59769485|Coordenadas aproximadas al sector
654|RM-2014-32-060|Valparaíso|Flujo|Suelo/Sedimento|Flujo indeterminado|Sin información| |Sin información|0|Sin información| |"2014. Susceptibidad de Remociones en Masa en Cuenca Las Zorras, afectada por Catástrofe Incenciaria, Comuna de Valparaíso, Abril 2014. Anexo E. (Fuente Original ""El Mercurio de Valparaíso"")"|Fuenzalida, F.| |http://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2014-32.pdf|-33.05435176|-71.59739667|Coordenadas exactas
655|RM-2014-32-061|Valparaíso|Deslizamiento|Suelo/Sedimento|Deslizamiento indeterminado|Sin información| |Sin información|0|Sin información| |"2014. Susceptibidad de Remociones en Masa en Cuenca Las Zorras, afectada por Catástrofe Incenciaria, Comuna de Valparaíso, Abril 2014. Anexo E. (Fuente Original ""El Mercurio de Valparaíso"")"|Fuenzalida, F.| |http://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2014-32.pdf|-33.05354749|-71.60051013|Coordenadas exactas
656|RM-2014-32-062|Valparaíso|Deslizamiento|Sin información|Deslizamiento indeterminado|Sin información|28|Junio|1997|Invierno (del 21-06 al 20-09)| |"2014. Susceptibidad de Remociones en Masa en Cuenca Las Zorras, afectada por Catástrofe Incenciaria, Comuna de Valparaíso, Abril 2014. Anexo E. (Fuente Original ""El Mercurio de Valparaíso"")"|Fuenzalida, F.| |http://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2014-32.pdf|-33.05318988|-71.59776939|Coordenadas aproximadas al sector
657|RM-2014-32-063|Valparaíso|Deslizamiento|Sin información|Deslizamiento indeterminado|Sin información|28|Junio|1997|Invierno (del 21-06 al 20-09)| |"2014. Susceptibidad de Remociones en Masa en Cuenca Las Zorras, afectada por Catástrofe Incenciaria, Comuna de Valparaíso, Abril 2014. Anexo E. (Fuente Original ""El Mercurio de Valparaíso"")"|Fuenzalida, F.| |http://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2014-32.pdf|-33.05313822|-71.59851735|Coordenadas aproximadas al sector
658|RM-2014-32-064|Valparaíso|Deslizamiento|Suelo/Sedimento|Deslizamiento indeterminado|Sin información| |Sin información|0|Sin información| |"2014. Susceptibidad de Remociones en Masa en Cuenca Las Zorras, afectada por Catástrofe Incenciaria, Comuna de Valparaíso, Abril 2014. Anexo E. (Fuente Original ""El Mercurio de Valparaíso"")"|Fuenzalida, F.| |http://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2014-32.pdf|-33.06992321|-71.59480236|Coordenadas exactas
659|RM-2014-32-065|Valparaíso|Deslizamiento|Suelo/Sedimento|Deslizamiento indeterminado|Sin información| |Sin información|0|Sin información| |"2014. Susceptibidad de Remociones en Masa en Cuenca Las Zorras, afectada por Catástrofe Incenciaria, Comuna de Valparaíso, Abril 2014. Anexo E. (Fuente Original ""El Mercurio de Valparaíso"")"|Fuenzalida, F.| |http://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2014-32.pdf|-33.05315329|-71.59736146|Coordenadas exactas
660|RM-2014-32-066|Valparaíso|Caída|Roca|Caída de roca|Sin información|21|Junio|2005|Invierno (del 21-06 al 20-09)| |"2014. Susceptibidad de Remociones en Masa en Cuenca Las Zorras, afectada por Catástrofe Incenciaria, Comuna de Valparaíso, Abril 2014. Anexo E. (Fuente Original ""El Mercurio de Valparaíso"")"|Fuenzalida, F.| |http://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2014-32.pdf|-33.05288086|-71.59702155|Coordenadas aproximadas al sector
661|RM-2014-32-067|Valparaíso|Deslizamiento|Sin información|Deslizamiento indeterminado|Sin información|23|Marzo|2004|Otoño (del 21-03 al 20-06)| |"2014. Susceptibidad de Remociones en Masa en Cuenca Las Zorras, afectada por Catástrofe Incenciaria, Comuna de Valparaíso, Abril 2014. Anexo E. (Fuente Original ""El Mercurio de Valparaíso"")"|Fuenzalida, F.| |http://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2014-32.pdf|-33.05200572|-71.63272363|Coordenadas aproximadas al sector
662|RM-2014-32-068|Valparaíso|Deslizamiento|Suelo/Sedimento|Deslizamiento indeterminado|Sin información| |Sin información|0|Sin información| |"2014. Susceptibidad de Remociones en Masa en Cuenca Las Zorras, afectada por Catástrofe Incenciaria, Comuna de Valparaíso, Abril 2014. Anexo E. (Fuente Original ""El Mercurio de Valparaíso"")"|Fuenzalida, F.| |http://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2014-32.pdf|-33.05271758|-71.59620304|Coordenadas exactas
663|RM-2014-32-069|Valparaíso|Deslizamiento|Sin información|Deslizamiento indeterminado|Sin información|21|Junio|2005|Invierno (del 21-06 al 20-09)| |"2014. Susceptibidad de Remociones en Masa en Cuenca Las Zorras, afectada por Catástrofe Incenciaria, Comuna de Valparaíso, Abril 2014. Anexo E. (Fuente Original ""El Mercurio de Valparaíso"")"|Fuenzalida, F.| |http://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2014-32.pdf|-33.05270813|-71.59622418|Coordenadas aproximadas al sector
664|RM-2014-32-070|Valparaíso|Flujo|Suelo/Sedimento|Flujo indeterminado|Sin información| |Sin información|0|Sin información| |"2014. Susceptibidad de Remociones en Masa en Cuenca Las Zorras, afectada por Catástrofe Incenciaria, Comuna de Valparaíso, Abril 2014. Anexo E. (Fuente Original ""El Mercurio de Valparaíso"")"|Fuenzalida, F.| |http://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2014-32.pdf|-33.05219157|-71.59937817|Coordenadas exactas
665|RM-2014-32-071|Valparaíso|Deslizamiento|Sin información|Deslizamiento indeterminado|Lluvias|13|Julio|2006|Invierno (del 21-06 al 20-09)| |"2014. Susceptibidad de Remociones en Masa en Cuenca Las Zorras, afectada por Catástrofe Incenciaria, Comuna de Valparaíso, Abril 2014. Anexo E. (Fuente Original ""El Mercurio de Valparaíso"")"|Fuenzalida, F.| |http://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2014-32.pdf|-33.05094961|-71.6293625|Coordenadas inexactas ubicadas en la ciudad o comuna
666|RM-2014-32-072|Valparaíso|Deslizamiento|Sin información|Deslizamiento indeterminado|Sin información|22|Junio|2004|Invierno (del 21-06 al 20-09)| |"2014. Susceptibidad de Remociones en Masa en Cuenca Las Zorras, afectada por Catástrofe Incenciaria, Comuna de Valparaíso, Abril 2014. Anexo E. (Fuente Original ""El Mercurio de Valparaíso"")"|Fuenzalida, F.| |http://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2014-32.pdf|-33.0506591|-71.62517838|Coordenadas aproximadas al sector
667|RM-2014-32-073|Valparaíso|Deslizamiento|Sin información|Deslizamiento indeterminado|Lluvias|21|Junio|2004|Invierno (del 21-06 al 20-09)| |"2014. Susceptibidad de Remociones en Masa en Cuenca Las Zorras, afectada por Catástrofe Incenciaria, Comuna de Valparaíso, Abril 2014. Anexo E. (Fuente Original ""El Mercurio de Valparaíso"")"|Fuenzalida, F.| |http://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2014-32.pdf|-33.0506573|-71.62526398|Coordenadas aproximadas al sector
668|RM-2014-32-074|Valparaíso|Deslizamiento|Sin información|Deslizamiento indeterminado|Lluvias|16|Agosto|2008|Invierno (del 21-06 al 20-09)| |"2014. Susceptibidad de Remociones en Masa en Cuenca Las Zorras, afectada por Catástrofe Incenciaria, Comuna de Valparaíso, Abril 2014. Anexo E. (Fuente Original ""El Mercurio de Valparaíso"")"|Fuenzalida, F.| |http://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2014-32.pdf|-33.05230532|-71.53828877|Coordenadas aproximadas al sector
669|RM-2014-32-075|Valparaíso|Flujo|Suelo/Sedimento|Flujo indeterminado|Sin información| |Sin información|0|Sin información| |"2014. Susceptibidad de Remociones en Masa en Cuenca Las Zorras, afectada por Catástrofe Incenciaria, Comuna de Valparaíso, Abril 2014. Anexo E. (Fuente Original ""El Mercurio de Valparaíso"")"|Fuenzalida, F.| |http://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2014-32.pdf|-33.06854903|-71.58543477|Coordenadas exactas
670|RM-2014-32-076|Valparaíso|Deslizamiento|Sin información|Deslizamiento indeterminado|Sin información|29|Julio|2008|Invierno (del 21-06 al 20-09)| |"2014. Susceptibidad de Remociones en Masa en Cuenca Las Zorras, afectada por Catástrofe Incenciaria, Comuna de Valparaíso, Abril 2014. Anexo E. (Fuente Original ""El Mercurio de Valparaíso"")"|Fuenzalida, F.| |http://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2014-32.pdf|-33.04997831|-71.62710671|Coordenadas aproximadas al sector
